protein_a,protein_b,weight
YJL053W,YJL154C,1.0
YJL053W,YOR069W,1.0
YJL053W,YOR132W,1.0
YJL061W,YKR082W,1.0
YJL065C,YNL230C,1.0
YJL068C,YOL017W,1.0
YJL069C,YDR449C,1.0
YJL069C,YLR129W,1.0
YJL069C,YLR222C,1.0
YJL069C,YLR409C,1.0
YJL069C,YPL086C,1.0
YJL070C,YML035C,1.0
YJL070C,YMR131C,1.0
YJL070C,YNR016C,1.0
YJL072C,YDR489W,1.0
YJL072C,YOL146W,1.0
YJL072C,YPR135W,1.0
YJL074C,YER147C,1.0
YJL074C,YIL026C,1.0
YJL076W,YHR196W,1.0
YJL076W,YOR173W,1.0
YJL076W,YPL110C,1.0
YJL080C,YIL020C,1.0
YJL080C,YIL063C,1.0
YJL080C,YLL027W,1.0
YJL080C,YOL013C,1.0
YJL081C,YBR231C,1.0
YJL081C,YDL002C,1.0
YJL081C,YEL018W,1.0
YJL081C,YEL044W,1.0
YJL081C,YER092W,1.0
YJL081C,YFL013C,1.0
YJL081C,YFL024C,1.0
YJL081C,YGL150C,1.0
YJL081C,YGR002C,1.0
YJL081C,YHR090C,1.0
YJL081C,YJR082C,1.0
YJL081C,YLR052W,1.0
YJL081C,YLR385C,1.0
YJL081C,YML041C,1.0
YJL081C,YNL059C,1.0
YJL081C,YNL107W,1.0
YJL081C,YNL136W,1.0
YJL081C,YOR141C,1.0
YJL081C,YOR189W,1.0
YJL081C,YOR244W,1.0
YJL081C,YPL129W,1.0
YJL081C,YPL235W,1.0
YJL081C,YPR023C,1.0
YJL082W,YMR029C,1.0
YJL084C,YJR005W,1.0
YJL087C,YPL141C,1.0
YJL088W,YGR250C,1.0
YJL095W,YDR326C,1.0
YJL095W,YGL161C,1.0
YJL098W,YBR011C,1.0
YJL098W,YDL047W,1.0
YJL098W,YPL012W,1.0
YJL107C,YJR091C,1.0
YJL107C,YOR265W,1.0
YJL109C,YJR002W,1.0
YJL109C,YMR093W,1.0
YJL109C,YPL126W,1.0
YJL115W,YIL121W,1.0
YJL115W,YJR140C,1.0
YJL115W,YLR403W,1.0
YJL115W,YNL030W,1.0
YJL115W,YNL031C,1.0
YJL115W,YNL113W,1.0
YJL115W,YOR038C,1.0
YJL115W,YPL153C,1.0
YJL123C,YER148W,1.0
YJL123C,YFR030W,1.0
YJL123C,YNL136W,1.0
YJL123C,YOL109W,1.0
YJL124C,YBL004W,1.0
YJL124C,YDL160C,1.0
YJL124C,YDR378C,1.0
YJL124C,YGL173C,1.0
YJL124C,YHR052W,1.0
YJL124C,YLR438C-A,1.0
YJL124C,YNL118C,1.0
YJL124C,YNL147W,1.0
YJL125C,YNL062C,1.0
YJL128C,YDR162C,1.0
YJL129C,YOR196C,1.0
YJL130C,YIR007W,1.0
YJL130C,YJR109C,1.0
YJL130C,YLR216C,1.0
YJL138C,YBR283C,1.0
YJL138C,YDL160C,1.0
YJL138C,YDR021W,1.0
YJL138C,YDR166C,1.0
YJL138C,YDR239C,1.0
YJL138C,YER036C,1.0
YJL138C,YGL049C,1.0
YJL138C,YGR041W,1.0
YJL138C,YGR103W,1.0
YJL138C,YGR162W,1.0
YJL138C,YJR140C,1.0
YJL138C,YKR059W,1.0
YJL138C,YLR023C,1.0
YJL138C,YLR249W,1.0
YJL138C,YLR380W,1.0
YJL138C,YNL250W,1.0
YJL138C,YOL013C,1.0
YJL140W,YOL005C,1.0
YJL140W,YOR210W,1.0
YJL140W,YOR224C,1.0
YJL140W,YPL129W,1.0
YJL148W,YBR154C,1.0
YJL148W,YDR026C,1.0
YJL148W,YDR156W,1.0
YJL148W,YJL207C,1.0
YJL148W,YJR063W,1.0
YJL148W,YNL113W,1.0
YJL148W,YNL248C,1.0
YJL148W,YOL041C,1.0
YJL148W,YOR210W,1.0
YJL148W,YOR340C,1.0
YJL148W,YOR341W,1.0
YJL148W,YPR010C,1.0
YJL148W,YPR110C,1.0
YJL148W,YPR187W,1.0
YJL154C,YKL195W,1.0
YJL154C,YOR069W,1.0
YJL154C,YOR132W,1.0
YJL154C,YPL070W,1.0
YJL155C,YLR345W,1.0
YJL168C,YMR075W,1.0
YJL176C,YFL049W,1.0
YJL176C,YHL025W,1.0
YJL176C,YNR023W,1.0
YJL176C,YOR290C,1.0
YJL176C,YPL016W,1.0
YJL179W,YML094W,1.0
YJL179W,YNL153C,1.0
YJL180C,YJR121W,1.0
YJL180C,YNL315C,1.0
YJL184W,YKR038C,1.0
YJL203W,YEL023C,1.0
YJL203W,YLR011W,1.0
YJL203W,YML049C,1.0
YJL203W,YMR240C,1.0
YJL217W,YPR118W,1.0
YJR002W,YKL035W,1.0
YJR005W,YJR058C,1.0
YJR006W,YJR043C,1.0
YJR007W,YDR211W,1.0
YJR007W,YKR026C,1.0
YJR007W,YLR199C,1.0
YJR007W,YLR291C,1.0
YJR007W,YMR093W,1.0
YJR007W,YOR260W,1.0
YJR007W,YOR361C,1.0
YJR007W,YPR041W,1.0
YJR009C,YDL095W,1.0
YJR009C,YEL023C,1.0
YJR009C,YER021W,1.0
YJR009C,YER086W,1.0
YJR009C,YER095W,1.0
YJR009C,YJL052W,1.0
YJR009C,YJL128C,1.0
YJR009C,YLR027C,1.0
YJR009C,YLR144C,1.0
YJR009C,YMR259C,1.0
YJR009C,YNL250W,1.0
YJR009C,YNL262W,1.0
YJR009C,YNL273W,1.0
YJR009C,YOL013C,1.0
YJR009C,YOR299W,1.0
YJR009C,YOR368W,1.0
YJR009C,YPL003W,1.0
YJR009C,YPR164W,1.0
YJR010C-A,YBR291C,1.0
YJR010C-A,YDL015C,1.0
YJR010C-A,YDL081C,1.0
YJR010C-A,YDR033W,1.0
YJR010C-A,YER145C,1.0
YJR010C-A,YFR022W,1.0
YJR010C-A,YKL009W,1.0
YJR010C-A,YLR066W,1.0
YJR010C-A,YLR185W,1.0
YJR010C-A,YML055W,1.0
YJR010C-A,YNR021W,1.0
YJR010C-A,YOR086C,1.0
YJR010C-A,YOR193W,1.0
YJR014W,YOR028C,1.0
YJR022W,YDR378C,1.0
YJR022W,YDR473C,1.0
YJR022W,YER146W,1.0
YJR022W,YER172C,1.0
YJR022W,YGL173C,1.0
YJR022W,YGR074W,1.0
YJR022W,YLR147C,1.0
YJR022W,YLR275W,1.0
YJR022W,YMR268C,1.0
YJR022W,YNL147W,1.0
YJR031C,YER050C,1.0
YJR031C,YGL050W,1.0
YJR031C,YJL197W,1.0
YJR031C,YNL186W,1.0
YJR032W,YIL041W,1.0
YJR032W,YPL161C,1.0
YJR033C,YDR202C,1.0
YJR041C,YKL214C,1.0
YJR041C,YPL178W,1.0
YJR042W,YPL169C,1.0
YJR043C,YDL102W,1.0
YJR045C,YIL076W,1.0
YJR045C,YLR203C,1.0
YJR045C,YOR081C,1.0
YJR045C,YOR347C,1.0
YJR045C,YPR161C,1.0
YJR052W,YPL046C,1.0
YJR065C,YBR234C,1.0
YJR065C,YDL029W,1.0
YJR065C,YFL008W,1.0
YJR065C,YIL062C,1.0
YJR065C,YKL013C,1.0
YJR065C,YLR203C,1.0
YJR065C,YLR370C,1.0
YJR065C,YMR028W,1.0
YJR066W,YDR027C,1.0
YJR066W,YJL125C,1.0
YJR066W,YMR228W,1.0
YJR067C,YNL260C,1.0
YJR068W,YOR144C,1.0
YJR076C,YDR168W,1.0
YJR082C,YLR455W,1.0
YJR084W,YPR045C,1.0
YJR089W,YGR031W,1.0
YJR093C,YDR301W,1.0
YJR093C,YER133W,1.0
YJR093C,YKL018W,1.0
YJR093C,YKL059C,1.0
YJR093C,YKR002W,1.0
YJR093C,YLR115W,1.0
YJR093C,YLR277C,1.0
YJR093C,YNL317W,1.0
YJR093C,YPR107C,1.0
YJR094W-A,YIL043C,1.0
YJR101W,YER050C,1.0
YJR101W,YOR158W,1.0
YJR102C,YPL002C,1.0
YJR104C,YMR038C,1.0
YJR105W,YKL004W,1.0
YJR109C,YOR303W,1.0
YJR113C,YDL045W-A,1.0
YJR113C,YER050C,1.0
YJR113C,YJL063C,1.0
YJR113C,YKL155C,1.0
YJR113C,YNL306W,1.0
YJR113C,YNR036C,1.0
YJR113C,YOR158W,1.0
YJR121W,YBL099W,1.0
YJR135C,YAR010C,1.0
YJR135C,YDR383C,1.0
YJR135C,YLR381W,1.0
YJR135C,YMR198W,1.0
YJR135C,YPL018W,1.0
YJR135C,YPR046W,1.0
YKL007W,YOL065C,1.0
YKL007W,YOR236W,1.0
YKL009W,YPR080W,1.0
YKL010C,YLR304C,1.0
YKL010C,YOR233W,1.0
YKL012W,YDL087C,1.0
YKL012W,YDR235W,1.0
YKL012W,YDR240C,1.0
YKL012W,YFL017W-A,1.0
YKL012W,YHR086W,1.0
YKL012W,YHR127W,1.0
YKL012W,YLR147C,1.0
YKL012W,YLR275W,1.0
YKL012W,YLR298C,1.0
YKL012W,YML046W,1.0
YKL013C,YLR370C,1.0
YKL015W,YLL010C,1.0
YKL018W,YDR301W,1.0
YKL018W,YER133W,1.0
YKL018W,YGL014W,1.0
YKL018W,YKR002W,1.0
YKL018W,YNL222W,1.0
YKL018W,YNL317W,1.0
YKL018W,YOR179C,1.0
YKL018W,YPR107C,1.0
YKL022C,YLR127C,1.0
YKL023W,YLR398C,1.0
YKL025C,YJL020C,1.0
YKL028W,YAL053W,1.0
YKL028W,YDR069C,1.0
YKL028W,YDR452W,1.0
YKL028W,YKL007W,1.0
YKL028W,YKL096W-A,1.0
YKL028W,YLR167W,1.0
YKL028W,YLR185W,1.0
YKL028W,YMR075W,1.0
YKL028W,YNL112W,1.0
YKL041W,YLR025W,1.0
YKL047W,YGR229C,1.0
YKL052C,YDR320C-A,1.0
YKL052C,YKR083C,1.0
YKL054C,YER050C,1.0
YKL054C,YFR019W,1.0
YKL054C,YIL063C,1.0
YKL054C,YJL180C,1.0
YKL054C,YKL117W,1.0
YKL056C,YKL081W,1.0
YKL056C,YLR022C,1.0
YKL056C,YPL048W,1.0
YKL058W,YOR194C,1.0
YKL059C,YDR301W,1.0
YKL059C,YKL018W,1.0
YKL059C,YKR002W,1.0
YKL059C,YLR115W,1.0
YKL059C,YLR277C,1.0
YKL059C,YNL317W,1.0
YKL059C,YPR107C,1.0
YKL061W,YGL079W,1.0
YKL061W,YLR362W,1.0
YKL061W,YLR408C,1.0
YKL074C,YLR116W,1.0
YKL075C,YNL164C,1.0
YKL078W,YNL186W,1.0
YKL081W,YBR065C,1.0
YKL081W,YHR155W,1.0
YKL081W,YNL041C,1.0
YKL082C,YHR066W,1.0
YKL088W,YKR072C,1.0
YKL088W,YOR054C,1.0
YKL093W,YJL118W,1.0
YKL093W,YLR273C,1.0
YKL101W,YPL203W,1.0
YKL104C,YDR081C,1.0
YKL104C,YMR213W,1.0
YKL104C,YNL229C,1.0
YKL108W,YGR155W,1.0
YKL114C,YPL127C,1.0
YKL117W,YBL106C,1.0
YKL117W,YBR180W,1.0
YKL117W,YGL140C,1.0
YKL117W,YGR136W,1.0
YKL117W,YJR103W,1.0
YKL117W,YOR262W,1.0
YKL122C,YKL129C,1.0
YKL122C,YPL210C,1.0
YKL122C,YPL243W,1.0
YKL122C,YPR088C,1.0
YKL126W,YMR104C,1.0
YKL126W,YOR108W,1.0
YKL135C,YLR170C,1.0
YKL135C,YPL259C,1.0
YKL139W,YML112W,1.0
YKL142W,YEL043W,1.0
YKL142W,YFL054C,1.0
YKL142W,YIL051C,1.0
YKL142W,YJL129C,1.0
YKL142W,YKL048C,1.0
YKL142W,YLR179C,1.0
YKL142W,YNL067W,1.0
YKL143W,YPL239W,1.0
YKL144C,YNL151C,1.0
YKL145W,YDL097C,1.0
YKL145W,YDR427W,1.0
YKL145W,YGR232W,1.0
YKL145W,YOR261C,1.0
YKL145W,YPR108W,1.0
YKL155C,YER050C,1.0
YKL155C,YGR215W,1.0
YKL155C,YNR037C,1.0
YKL160W,YLR219W,1.0
YKL172W,YDR379W,1.0
YKL172W,YGR090W,1.0
YKL172W,YIL069C,1.0
YKL172W,YLR196W,1.0
YKL172W,YLR455W,1.0
YKL172W,YNL110C,1.0
YKL172W,YPR045C,1.0
YKL172W,YPR161C,1.0
YKL173W,YFL017W-A,1.0
YKL173W,YGL120C,1.0
YKL173W,YGR278W,1.0
YKL182W,YPL231W,1.0
YKL190W,YLR433C,1.0
YKL191W,YDR155C,1.0
YKL191W,YER001W,1.0
YKL191W,YGR209C,1.0
YKL191W,YJR045C,1.0
YKL191W,YLR043C,1.0
YKL192C,YIL098C,1.0
YKL193C,YFR003C,1.0
YKL193C,YML016C,1.0
YKL204W,YGR162W,1.0
YKL204W,YOL017W,1.0
YKL204W,YOL139C,1.0
YKL206C,YLR199C,1.0
YKL210W,YDR415C,1.0
YKL210W,YHR082C,1.0
YKL210W,YKR082W,1.0
YKL210W,YLR084C,1.0
YKL210W,YMR108W,1.0
YKL210W,YOR184W,1.0
YKL210W,YPL209C,1.0
YKL212W,YPL099C,1.0
YKL214C,YPL178W,1.0
YKL215C,YPL199C,1.0
YKR002W,YNL317W,1.0
YKR002W,YPR107C,1.0
YKR006C,YML025C,1.0
YKR008W,YDR303C,1.0
YKR008W,YGR056W,1.0
YKR008W,YLR033W,1.0
YKR008W,YLR321C,1.0
YKR008W,YLR357W,1.0
YKR008W,YML127W,1.0
YKR008W,YMR033W,1.0
YKR008W,YMR091C,1.0
YKR008W,YMR125W,1.0
YKR008W,YPR034W,1.0
YKR009C,YDL117W,1.0
YKR009C,YDR379W,1.0
YKR022C,YCL047C,1.0
YKR022C,YIL007C,1.0
YKR022C,YLL062C,1.0
YKR022C,YLR424W,1.0
YKR022C,YML106W,1.0
YKR024C,YFR001W,1.0
YKR025W,YDL144C,1.0
YKR025W,YDR005C,1.0
YKR025W,YFR008W,1.0
YKR025W,YJL011C,1.0
YKR025W,YKL144C,1.0
YKR025W,YNL151C,1.0
YKR025W,YOL021C,1.0
YKR025W,YOR207C,1.0
YKR025W,YPR190C,1.0
YKR026C,YHR047C,1.0
YKR026C,YOR260W,1.0
YKR027W,YLR330W,1.0
YKR028W,YDL047W,1.0
YKR028W,YPR161C,1.0
YKR029C,YOL068C,1.0
YKR037C,YDR320C-A,1.0
YKR037C,YGL067W,1.0
YKR037C,YGL195W,1.0
YKR037C,YKL052C,1.0
YKR037C,YKL138C-A,1.0
YKR048C,YBR010W,1.0
YKR048C,YBR065C,1.0
YKR048C,YBR155W,1.0
YKR048C,YBR267W,1.0
YKR048C,YCL014W,1.0
YKR048C,YCL024W,1.0
YKR048C,YDL055C,1.0
YKR048C,YDL182W,1.0
YKR048C,YDR224C,1.0
YKR048C,YDR225W,1.0
YKR048C,YDR507C,1.0
YKR048C,YER023W,1.0
YKR048C,YER063W,1.0
YKR048C,YER148W,1.0
YKR048C,YGL061C,1.0
YKR048C,YGR103W,1.0
YKR048C,YGR245C,1.0
YKR048C,YHR013C,1.0
YKR048C,YIL051C,1.0
YKR048C,YIL063C,1.0
YKR048C,YIR008C,1.0
YKR048C,YJL044C,1.0
YKR048C,YJL128C,1.0
YKR048C,YKR011C,1.0
YKR048C,YLR330W,1.0
YKR048C,YLR410W,1.0
YKR048C,YMR110C,1.0
YKR048C,YMR139W,1.0
YKR048C,YNL078W,1.0
YKR048C,YNL162W,1.0
YKR048C,YOL012C,1.0
YKR048C,YOR081C,1.0
YKR048C,YOR230W,1.0
YKR048C,YPL090C,1.0
YKR048C,YPL220W,1.0
YKR054C,YPL263C,1.0
YKR058W,YLR258W,1.0
YKR058W,YPL170W,1.0
YKR059W,YOL013C,1.0
YKR062W,YKL028W,1.0
YKR064W,YGR286C,1.0
YKR064W,YOR249C,1.0
YKR068C,YBR254C,1.0
YKR068C,YJL044C,1.0
YKR071C,YPR048W,1.0
YKR072C,YBR073W,1.0
YKR072C,YJR131W,1.0
YKR072C,YKR056W,1.0
YKR081C,YER164W,1.0
YKR081C,YGL213C,1.0
YKR081C,YGR103W,1.0
YKR081C,YGR237C,1.0
YKR081C,YHR025W,1.0
YKR081C,YHR066W,1.0
YKR081C,YHR193C,1.0
YKR081C,YJL033W,1.0
YKR081C,YJL050W,1.0
YKR081C,YJL110C,1.0
YKR081C,YJL168C,1.0
YKR081C,YKR024C,1.0
YKR081C,YMR123W,1.0
YKR081C,YMR128W,1.0
YKR081C,YMR229C,1.0
YKR081C,YNL110C,1.0
YKR081C,YNL175C,1.0
YKR081C,YOL144W,1.0
YKR081C,YOR206W,1.0
YKR081C,YPR045C,1.0
YKR081C,YPR161C,1.0
YKR083C,YBR233W-A,1.0
YKR092C,YDR452W,1.0
YKR092C,YGL120C,1.0
YKR098C,YGL180W,1.0
YLL004W,YML065W,1.0
YLL004W,YNL261W,1.0
YLL004W,YPR162C,1.0
YLL005C,YDR523C,1.0
YLL005C,YHR198C,1.0
YLL005C,YKR078W,1.0
YLL010C,YLR019W,1.0
YLL021W,YER149C,1.0
YLL021W,YER155C,1.0
YLL022C,YCR079W,1.0
YLL022C,YER161C,1.0
YLL022C,YGL229C,1.0
YLL022C,YGR264C,1.0
YLL022C,YJL102W,1.0
YLL022C,YJR154W,1.0
YLL022C,YMR233W,1.0
YLL022C,YNL030W,1.0
YLL022C,YNL031C,1.0
YLL022C,YPL001W,1.0
YLL026W,YBR065C,1.0
YLL026W,YFL007W,1.0
YLL026W,YGR104C,1.0
YLL026W,YIR007W,1.0
YLL026W,YLR072W,1.0
YLL026W,YLR216C,1.0
YLL026W,YNL041C,1.0
YLL026W,YOL013C,1.0
YLL026W,YPR062W,1.0
YLL026W,YPR173C,1.0
YLL027W,YKL040C,1.0
YLL029W,YDR409W,1.0
YLL029W,YGR185C,1.0
YLL029W,YOR138C,1.0
YLL036C,YGR278W,1.0
YLL036C,YLR132C,1.0
YLL036C,YPR101W,1.0
YLL036C,YPR134W,1.0
YLL040C,YDL147W,1.0
YLL050C,YBR159W,1.0
YLL050C,YFL008W,1.0
YLL050C,YGL063W,1.0
YLL050C,YLR039C,1.0
YLL050C,YNL138W,1.0
YLL060C,YHR179W,1.0
YLL060C,YOR074C,1.0
YLL062C,YOR064C,1.0
YLR002C,YDL168W,1.0
YLR002C,YOR243C,1.0
YLR005W,YPR025C,1.0
YLR014C,YIL156W,1.0
YLR014C,YNL164C,1.0
YLR015W,YBR258C,1.0
YLR015W,YHR119W,1.0
YLR015W,YKL018W,1.0
YLR015W,YLR246W,1.0
YLR015W,YPL138C,1.0
YLR022C,YNL163C,1.0
YLR025W,YPR173C,1.0
YLR028C,YBR228W,1.0
YLR028C,YMR120C,1.0
YLR028C,YNR034W,1.0
YLR033W,YDR303C,1.0
YLR033W,YGR056W,1.0
YLR033W,YLR321C,1.0
YLR033W,YLR357W,1.0
YLR033W,YML127W,1.0
YLR033W,YMR033W,1.0
YLR033W,YMR091C,1.0
YLR033W,YPR034W,1.0
YLR035C,YMR167W,1.0
YLR039C,YIL047C,1.0
YLR043C,YLL060C,1.0
YLR043C,YLR231C,1.0
YLR045C,YML124C,1.0
YLR052W,YEL044W,1.0
YLR052W,YNL215W,1.0
YLR052W,YOR141C,1.0
YLR052W,YOR189W,1.0
YLR055C,YDR406W,1.0
YLR055C,YGL112C,1.0
YLR055C,YMR223W,1.0
YLR055C,YOL148C,1.0
YLR057W,YMR289W,1.0
YLR058C,YDR234W,1.0
YLR058C,YEL047C,1.0
YLR058C,YJL128C,1.0
YLR058C,YOR081C,1.0
YLR060W,YFL022C,1.0
YLR060W,YOL013C,1.0
YLR069C,YGL068W,1.0
YLR071C,YNL025C,1.0
YLR075W,YDL182W,1.0
YLR075W,YGL167C,1.0
YLR075W,YIL043C,1.0
YLR075W,YIR012W,1.0
YLR075W,YJR010C-A,1.0
YLR075W,YPL220W,1.0
YLR075W,YPR161C,1.0
YLR079W,YBR160W,1.0
YLR079W,YDL155W,1.0
YLR079W,YPR120C,1.0
YLR082C,YKL112W,1.0
YLR085C,YER168C,1.0
YLR085C,YGL252C,1.0
YLR085C,YLR058C,1.0
YLR085C,YLR187W,1.0
YLR085C,YLR259C,1.0
YLR085C,YLR385C,1.0
YLR085C,YML041C,1.0
YLR086W,YDR325W,1.0
YLR086W,YLR272C,1.0
YLR097C,YEL054C,1.0
YLR102C,YML058W,1.0
YLR106C,YFR010W,1.0
YLR106C,YHR161C,1.0
YLR106C,YMR131C,1.0
YLR109W,YDR172W,1.0
YLR109W,YLR135W,1.0
YLR109W,YOL059W,1.0
YLR113W,YLR248W,1.0
YLR113W,YNL162W,1.0
YLR115W,YDR301W,1.0
YLR115W,YKL018W,1.0
YLR115W,YKR002W,1.0
YLR115W,YLR277C,1.0
YLR115W,YNL222W,1.0
YLR115W,YNL317W,1.0
YLR115W,YPL240C,1.0
YLR115W,YPR107C,1.0
YLR117C,YGR278W,1.0
YLR117C,YPR101W,1.0
YLR119W,YPL065W,1.0
YLR127C,YNL172W,1.0
YLR127C,YOR249C,1.0
YLR129W,YDR449C,1.0
YLR129W,YLR222C,1.0
YLR129W,YLR409C,1.0
YLR129W,YNR054C,1.0
YLR143W,YMR170C,1.0
YLR146C,YPR069C,1.0
YLR147C,YDL030W,1.0
YLR147C,YDL043C,1.0
YLR147C,YDL087C,1.0
YLR147C,YDR240C,1.0
YLR147C,YDR416W,1.0
YLR147C,YER069W,1.0
YLR147C,YER172C,1.0
YLR147C,YFL017W-A,1.0
YLR147C,YGR091W,1.0
YLR147C,YKL095W,1.0
YLR147C,YKL173W,1.0
YLR147C,YLR275W,1.0
YLR147C,YLR298C,1.0
YLR147C,YLR325C,1.0
YLR147C,YML046W,1.0
YLR147C,YML049C,1.0
YLR147C,YMR213W,1.0
YLR147C,YMR240C,1.0
YLR147C,YOR097C,1.0
YLR147C,YPR101W,1.0
YLR150W,YAL017W,1.0
YLR150W,YBL024W,1.0
YLR150W,YBL036C,1.0
YLR150W,YBL093C,1.0
YLR150W,YBR087W,1.0
YLR150W,YBR175W,1.0
YLR150W,YBR193C,1.0
YLR150W,YDL043C,1.0
YLR150W,YDL060W,1.0
YLR150W,YDL095W,1.0
YLR150W,YDL182W,1.0
YLR150W,YDL208W,1.0
YLR150W,YDR091C,1.0
YLR150W,YDR283C,1.0
YLR150W,YDR496C,1.0
YLR150W,YER035W,1.0
YLR150W,YER116C,1.0
YLR150W,YER151C,1.0
YLR150W,YGL120C,1.0
YLR150W,YGL122C,1.0
YLR150W,YGL127C,1.0
YLR150W,YGL173C,1.0
YLR150W,YGL207W,1.0
YLR150W,YGL213C,1.0
YLR150W,YGR090W,1.0
YLR150W,YHR039C,1.0
YLR150W,YHR090C,1.0
YLR150W,YIL043C,1.0
YLR150W,YIL076W,1.0
YLR150W,YIL103W,1.0
YLR150W,YIL137C,1.0
YLR150W,YJL033W,1.0
YLR150W,YJL044C,1.0
YLR150W,YJL047C,1.0
YLR150W,YJL109C,1.0
YLR150W,YJR010C-A,1.0
YLR150W,YJR084W,1.0
YLR150W,YKL028W,1.0
YLR150W,YKL212W,1.0
YLR150W,YLR002C,1.0
YLR150W,YLR022C,1.0
YLR150W,YLR320W,1.0
YLR150W,YLR333C,1.0
YLR150W,YLR363W-A,1.0
YLR150W,YLR398C,1.0
YLR150W,YLR418C,1.0
YLR150W,YLR435W,1.0
YLR150W,YLR455W,1.0
YLR150W,YML006C,1.0
YLR150W,YML102W,1.0
YLR150W,YMR173W,1.0
YLR150W,YMR240C,1.0
YLR150W,YNL110C,1.0
YLR150W,YNL136W,1.0
YLR150W,YNL186W,1.0
YLR150W,YNL262W,1.0
YLR150W,YNL317W,1.0
YLR150W,YNR051C,1.0
YLR150W,YNR053C,1.0
YLR150W,YOL004W,1.0
YLR150W,YOL059W,1.0
YLR150W,YOL068C,1.0
YLR150W,YOR058C,1.0
YLR150W,YOR206W,1.0
YLR150W,YOR257W,1.0
YLR150W,YOR359W,1.0
YLR150W,YPL001W,1.0
YLR150W,YPL146C,1.0
YLR150W,YPL150W,1.0
YLR150W,YPL245W,1.0
YLR150W,YPR116W,1.0
YLR150W,YPR161C,1.0
YLR150W,YPR175W,1.0
YLR153C,YOL013C,1.0
YLR153C,YPR074C,1.0
YLR154C,YNL072W,1.0
YLR170C,YBR042C,1.0
YLR170C,YFR043C,1.0
YLR175W,YCL059C,1.0
YLR175W,YCR016W,1.0
YLR175W,YDL040C,1.0
YLR175W,YDL208W,1.0
YLR175W,YDR113C,1.0
YLR175W,YDR365C,1.0
YLR175W,YER164W,1.0
YLR175W,YGL078C,1.0
YLR175W,YGL173C,1.0
YLR175W,YHL034C,1.0
YLR175W,YHR089C,1.0
YLR175W,YHR196W,1.0
YLR175W,YKL078W,1.0
YLR175W,YLR144C,1.0
YLR175W,YLR371W,1.0
YLR175W,YLR398C,1.0
YLR175W,YMR031C,1.0
YLR175W,YMR290C,1.0
YLR175W,YMR310C,1.0
YLR175W,YNL186W,1.0
YLR175W,YNL227C,1.0
YLR175W,YNL308C,1.0
YLR175W,YPL009C,1.0
YLR175W,YPL209C,1.0
YLR175W,YPR161C,1.0
YLR178C,YMR257C,1.0
YLR182W,YER111C,1.0
YLR182W,YKL092C,1.0
YLR182W,YKR077W,1.0
YLR182W,YOR083W,1.0
YLR187W,YGL017W,1.0
YLR192C,YDR006C,1.0
YLR192C,YDR091C,1.0
YLR192C,YMR309C,1.0
YLR192C,YOR361C,1.0
YLR194C,YNL050C,1.0
YLR196W,YLR455W,1.0
YLR196W,YNL255C,1.0
YLR196W,YNR038W,1.0
YLR196W,YPR161C,1.0
YLR197W,YCR008W,1.0
YLR197W,YCR016W,1.0
YLR197W,YDL040C,1.0
YLR197W,YEL026W,1.0
YLR197W,YER162C,1.0
YLR197W,YGL078C,1.0
YLR197W,YIL159W,1.0
YLR197W,YJL010C,1.0
YLR197W,YJL033W,1.0
YLR197W,YJL095W,1.0
YLR197W,YJL162C,1.0
YLR197W,YKR092C,1.0
YLR197W,YLR175W,1.0
YLR197W,YLR320W,1.0
YLR197W,YLR347C,1.0
YLR197W,YLR432W,1.0
YLR197W,YLR455W,1.0
YLR197W,YMR304W,1.0
YLR197W,YNL061W,1.0
YLR197W,YNL189W,1.0
YLR197W,YNL250W,1.0
YLR197W,YNL308C,1.0
YLR197W,YNR054C,1.0
YLR197W,YOL144W,1.0
YLR197W,YOR078W,1.0
YLR197W,YOR310C,1.0
YLR197W,YPR178W,1.0
YLR199C,YDR255C,1.0
YLR199C,YGR087C,1.0
YLR199C,YGR116W,1.0
YLR199C,YLR249W,1.0
YLR200W,YEL003W,1.0
YLR200W,YGR078C,1.0
YLR200W,YJL005W,1.0
YLR200W,YML094W,1.0
YLR200W,YNL153C,1.0
YLR208W,YDR164C,1.0
YLR218C,YGL134W,1.0
YLR218C,YGR033C,1.0
YLR222C,YDR449C,1.0
YLR222C,YJL147C,1.0
YLR222C,YLR409C,1.0
YLR222C,YNR054C,1.0
YLR223C,YGR090W,1.0
YLR223C,YMR224C,1.0
YLR223C,YOL004W,1.0
YLR226W,YPR161C,1.0
YLR249W,YDR169C,1.0
YLR249W,YDR234W,1.0
YLR249W,YDR457W,1.0
YLR249W,YEL023C,1.0
YLR249W,YER049W,1.0
YLR249W,YER148W,1.0
YLR249W,YHL014C,1.0
YLR249W,YIL034C,1.0
YLR249W,YIL115C,1.0
YLR249W,YLR072W,1.0
YLR249W,YLR135W,1.0
YLR249W,YLR262C,1.0
YLR249W,YNL041C,1.0
YLR249W,YNL059C,1.0
YLR249W,YNL250W,1.0
YLR249W,YOL013C,1.0
YLR249W,YOR081C,1.0
YLR249W,YOR086C,1.0
YLR249W,YOR091W,1.0
YLR249W,YPR062W,1.0
YLR249W,YPR173C,1.0
YLR258W,YGL234W,1.0
YLR258W,YGR264C,1.0
YLR258W,YJL137C,1.0
YLR259C,YBR079C,1.0
YLR259C,YER086W,1.0
YLR259C,YIL076W,1.0
YLR259C,YKL018W,1.0
